"GOV","obsTime","TOTALTAX","TAX","propValue"
"SOCSEC",1991,415220,"Other Taxes",0
"SOCSEC",1992,437751,"Other Taxes",0
"SOCSEC",1993,458174,"Other Taxes",0
"SOCSEC",1994,487580,"Other Taxes",0
"SOCSEC",1995,510476,"Other Taxes",0
"SOCSEC",1996,533666,"Other Taxes",0
"SOCSEC",1997,565504,"Other Taxes",0
"SOCSEC",1998,602915,"Other Taxes",0
"SOCSEC",1999,638518,"Other Taxes",0
"SOCSEC",2000,683104,"Other Taxes",0
"SOCSEC",2001,707932,"Other Taxes",0
"SOCSEC",2002,723678,"Other Taxes",0
"SOCSEC",2003,748486,"Other Taxes",0
"SOCSEC",2004,794037,"Other Taxes",0
"SOCSEC",2005,831410,"Other Taxes",0
"SOCSEC",2006,873157,"Other Taxes",0
"SOCSEC",2007,907357,"Other Taxes",0
"SOCSEC",2008,930149,"Other Taxes",0
"SOCSEC",2009,902378,"Other Taxes",0
"SOCSEC",2010,917409,"Other Taxes",0
"SOCSEC",2011,847151,"Other Taxes",0
"SOCSEC",2012,880301,"Other Taxes",0
"SOCSEC",2013,1030098,"Other Taxes",0
"SOCSEC",2014,1077038,"Other Taxes",0
"SOCSEC",2015,1126110,"Other Taxes",0
"SOCSEC",2016,1153644,"Other Taxes",0
"SOCSEC",2017,1204452,"Other Taxes",0
"SOCSEC",2018,1256673,"Other Taxes",NA
"STATE",1973,68686,"Other Taxes",0
"STATE",1974,131164,"Other Taxes",0
"STATE",1975,80825,"Other Taxes",0
"STATE",1976,157274,"Other Taxes",0
"STATE",1977,101517,"Other Taxes",0
"STATE",1978,194077,"Other Taxes",0
"STATE",1979,125342,"Other Taxes",0
"STATE",1980,137633,"Other Taxes",0
"STATE",1981,150239,"Other Taxes",0
"STATE",1982,163106,"Other Taxes",0
"STATE",1983,171881,"Other Taxes",0
"STATE",1984,197243,"Other Taxes",0
"STATE",1985,215684,"Other Taxes",0
"STATE",1986,228445,"Other Taxes",0
"STATE",1987,247275,"Other Taxes",0
"STATE",1988,264468,"Other Taxes",0
"STATE",1989,284555,"Other Taxes",0
"STATE",1990,309698,"Other Taxes",0
"STATE",1991,318718,"Other Taxes",0
"STATE",1992,343258,"Other Taxes",0
"STATE",1993,361766,"Other Taxes",0
"STATE",1994,385542,"Other Taxes",0
"STATE",1995,406510,"Other Taxes",0
"STATE",1996,431464,"Other Taxes",0
"STATE",1997,455522,"Other Taxes",0
"STATE",1998,487915,"Other Taxes",0
"STATE",1999,515794,"Other Taxes",0
"STATE",2000,547601,"Other Taxes",0
"STATE",2001,554455,"Other Taxes",0
"STATE",2002,538840,"Other Taxes",0
"STATE",2003,563400,"Other Taxes",0
"STATE",2004,611896,"Other Taxes",0
"STATE",2005,682331,"Other Taxes",0
"STATE",2006,732750,"Other Taxes",0
"STATE",2007,762570,"Other Taxes",0
"STATE",2008,768576,"Other Taxes",0
"STATE",2009,686466,"Other Taxes",0
"STATE",2010,723859,"Other Taxes",0
"STATE",2011,775654,"Other Taxes",0
"STATE",2012,810008,"Other Taxes",0
"STATE",2013,867741,"Other Taxes",0
"STATE",2014,891672,"Other Taxes",0
"STATE",2015,920951,"Other Taxes",0
"STATE",2016,928070,"Other Taxes",0
"STATE",2017,954881,"Other Taxes",0
"STATE",2018,999258,"Other Taxes",NA
